country,state,stfip,cityarea,fips,zipcode,ZIPCODE,domestic1,Program,Major,Degree,Sex,Year,Graduated,DISTRICTNAME,DISTRICTNO,progflag
US,PR,72,ARECIBO,72013,613,613,US observation,ENG-BA,English,BA,M,2012-2013,1,,,Program and major included
US,PR,72,CAGUAS,72025,726,726,US observation,BIOS-BS,Biomedical Sciences,BS,M,2020-2021,1,,,Program and major included
US,PR,72,CAGUAS,72025,727,727,US observation,CJ-BA,Criminal Justice,BA,F,2005-2006,1,,,Program and major included
US,VI,78,ST THOMAS,78030,801,801,US observation,WRT-BA,Writing,BA,F,2018-2019,1,,,Program and major included
US,MA,25,AGAWAM,25013,1001,1001,US observation,BIOS-BS,Biomedical Sciences,BS,M,2016-2017,1,,,Program and major included
US,MA,25,AMHERST,25015,1004,1004,US observation,ED-MED,General Education,MED,F,2008-2009,1,,,Program and major included
US,MA,25,BELCHERTOWN,25015,1007,1007,US observation,ATH-BS,Athletic Training,BS,F,2012-2013,1,,,Program and major included
US,MA,25,BRIMFIELD,25013,1010,1010,US observation,INF-BS,Information Systems,BS,M,2003-2004,1,,,Program and major included
US,MA,25,GILBERTVILLE,25015,1031,1031,US observation,RMD-MS,Medical Dosimetry,MS,F,2023-2024,1,,,Program and major included
US,MA,25,AMHERST,25015,1035,1035,US observation,PLS-BS,Political Science,BS,M,1998-1999,1,,,Program and major included
US,MA,25,HOLYOKE,25013,1040,1040,US observation,PT-MS,Physical Therapy,MS,F,2003-2004,1,,,Program and major included
US,MA,25,HOLYOKE,25013,1040,1040,US observation,HTM-BS,Hospitality Tourism Management,BS,F,1988-1989,1,,,Program and major included
US,MA,25,HOLYOKE,25013,1040,1040,US observation,BUS-MBA,Business General,MBA,M,1994-1995,1,,,Program and major included
US,MA,25,HOLYOKE,25013,1040,1040,US observation,PSY-BS,Psychology,BS,F,1987-1988,1,,,Program and major included
US,MA,25,PALMER,25013,1069,1069,US observation,ANT-BS,Anthropology,BS,M,2010-2011,1,,,Program and major included
US,MA,25,SOUTH HADLEY,25015,1075,1075,US observation,ENG-BA,English,BA,M,1996-1997,1,,,Program and major included
US,MA,25,SOUTH HADLEY,25015,1075,1075,US observation,RDG-MED,Reading,MED,F,1999-2000,1,,,Program and major included
US,MA,25,SPRINGFIELD,25013,1109,1109,US observation,PA-BS,Public Administration,BS,M,2003-2004,1,,,Program and major included
US,MA,25,PITTSFIELD,25003,1201,1201,US observation,BIO-MS,Biology,MS,M,2016-2017,1,,,Program and major included
US,MA,25,PITTSFIELD,25003,1201,1201,US observation,FIN-BBA,Finance,BBA,M,2011-2012,1,,,Program and major included
US,MA,25,PITTSFIELD,25003,1201,1201,US observation,SLP-MS,Speech-Language Pathology,MS,F,2019-2020,1,,,Program and major included
US,MA,25,BECKET,25003,1223,1223,US observation,ENG-BA,English,BA,F,2000-2001,1,,,Program and major included
US,MA,25,LENOX,25003,1240,1240,US observation,APR-BS,Advertising & Public Relations,BS,F,1992-1993,1,,,Program and major included
US,MA,25,PITTSFIELD,25003,1240,1240,US observation,NUR-BSN,Nursing,BSN,F,2011-2012,1,,,Program and major included
US,MA,25,LENOX DALE,25003,1242,1242,US observation,PHL-MPH,Public Health,MPH,F,2023-2024,1,,,Program and major included
US,MA,25,GREENFIELD,25011,1301,1301,US observation,ACC-MSA,Accounting,MSA,M,2009-2010,1,,,Program and major included
US,MA,25,GREENFIELD,25011,1301,1301,US observation,ACC-BBA,Accounting,BBA,M,2007-2008,1,,,Program and major included
US,MA,25,ATHOL,25027,1368,1368,US observation,CS-BS,Computer Science,BS,M,2025-2026,1,,,Program and major included
US,MA,25,"Greenfield, MA",25011,1380,1380,US observation,BIO-MS,Biology,MS,M,2016-2017,1,,,Program and major included
US,MA,25,TOWNSEND,25017,1469,1469,US observation,ATH-BS,Athletic Training,BS,F,2007-2008,1,,,Program and major included
US,MA,25,CHARLTON,25027,1507,1507,US observation,WRT-BA,Writing,BA,F,2001-2002,1,,,Program and major included
US,MA,25,DOUGLAS,25027,1516,1516,US observation,SW-MSW,Social Work,MSW,F,2005-2006,1,,,Program and major included
US,MA,25,NORTHBOROUGH,25027,1532,1532,US observation,HPR-BS,Health Professions,BS,F,2009-2010,1,,,Program and major included
US,MA,25,UXBRIDGE,25027,1569,1569,US observation,ENG-BA,English,BA,M,1997-1998,1,,,Program and major included
US,MA,25,WESTBOROUGH,25027,1581,1581,US observation,CIDM-PBBDG,Database Management,PBBDG,F,2023-2024,1,,,Program and major included
US,MA,25,WESTBOROUGH,25027,1581,1581,US observation,ACS-MS,Applied Computer Science,MS,F,2023-2024,1,,,Program and major included
US,MA,25,WHITINSVILLE,25027,1588,1588,US observation,NUR-BSN,Nursing,BSN,F,2011-2012,1,,,Program and major included
US,MA,25,WHITINSVILLE,25027,1588,1588,US observation,BIOS-BS,Biomedical Sciences,BS,F,2015-2016,1,,,Program and major included
US,MA,25,WORCESTER,25027,1604,1604,US observation,BIOS-BS,Biomedical Sciences,BS,M,1998-1999,1,,,Program and major included
US,MA,25,WORCESTER,25027,1604,1604,US observation,PED-BS,Physical Education,BS,M,1998-1999,1,,,Program and major included
US,MA,25,WORCESTER,25027,1605,1605,US observation,BUS-MBA,Business General,MBA,M,2014-2015,1,,,Program and major included
US,MA,25,WORCESTER,25027,1605,1605,US observation,ANT-BS,Anthropology,BS,M,2009-2010,1,,,Program and major included
US,MA,25,BOLTON,25027,1740,1740,US observation,MGT-BBA,Management,BBA,M,2016-2017,1,,,Program and major included
US,MA,25,HOPKINTON,25017,1748,1748,US observation,ACC-BBA,Accounting,BBA,M,2015-2016,1,,,Program and major included
US,MA,25,HOPKINTON,25027,1748,1748,US observation,MKT-BBA,Marketing,BBA,F,2007-2008,1,,,Program and major included
US,MA,25,MARLBOROUGH,25027,1752,1752,US observation,BUS-MBA,Business General,MBA,F,2005-2006,1,,,Program and major included
US,MA,25,FRAMINGHAM,25021,1760,1760,US observation,CSDM-PBCER,Database Management,PBCER,M,2009-2010,1,,,Program and major included
US,MA,25,NATICK,25017,1760,1760,US observation,CIS-MS,Computer Information Systems,MS,M,2009-2010,1,,,Program and major included
US,MA,25,BILLERICA,25017,1824,1824,US observation,FIN-BBA,Finance,BBA,M,2000-2001,1,,,Program and major included
US,MA,25,LOWELL,25017,1854,1854,US observation,LA-MUL-BS,Biomedical Sciences,BS,F,2015-2016,1,,,Program and major included
US,MA,25,LOWELL,25017,1854,1854,US observation,CS-BS,Computer Science,BS,M,2002-2003,1,,,Program and major included
US,MA,25,BILLERICA,25017,1862,1862,US observation,CMB-BS,Cell & Molecular Biology,BS,F,2016-2017,1,,,Program and major included
US,MA,25,WAKEFIELD,25017,1880,1880,US observation,WRT-BA,Writing,BA,F,2006-2007,1,,,Program and major included
US,MA,25,WOBURN,25017,1887,1887,US observation,EXE-BS,Exercise Science,BS,F,2018-2019,1,,,Program and major included
US,MA,25,PEABODY,25009,1923,1923,US observation,NUR-BSN,Nursing,BSN,F,2001-2002,1,,,Program and major included
US,MA,25,PEABODY,25009,1960,1960,US observation,NUR-MSN,Nursing,MSN,F,1994-1995,1,,,Program and major included
US,MA,25,SALEM,25009,1970,1970,US observation,BIO-BS,Biology,BS,F,2003-2004,1,,,Program and major included
US,MA,25,SOUTH HAMILTON,25009,1982,1982,US observation,CS-BS,Computer Science,BS,M,2004-2005,1,,,Program and major included
US,MA,25,CANTON,25021,2021,2021,US observation,NUR-BSN,Nursing,BSN,M,2003-2004,1,,,Program and major included
US,MA,25,DEDHAM,25025,2026,2026,US observation,ACC-BBA,Accounting,BBA,M,2009-2010,1,,,Program and major included
US,MA,25,DEDHAM,25021,2026,2026,US observation,MKT-BBA,Marketing,BBA,M,2010-2011,1,,,Program and major included
US,MA,25,FRANKLIN,25021,2038,2038,US observation,EGR-MSE,Engineering,MSE,M,2016-2017,1,,,Program and major included
US,MA,25,HINGHAM,25023,2043,2043,US observation,MGT-BBA,Management,BBA,F,2001-2002,1,,,Program and major included
US,MA,25,NORWOOD,25021,2062,2062,US observation,CS-BS,Computer Science,BS,F,2004-2005,1,,,Program and major included
US,MA,25,SHARON,25021,2067,2067,US observation,BSTA-MS,Biostatistics,MS,F,2013-2014,1,,,Program and major included
US,MA,25,STOUGHTON,25021,2072,2072,US observation,NUR-BSN,Nursing,BSN,F,2008-2009,1,,,Program and major included
US,MA,25,WALPOLE,25021,2081,2081,US observation,HPR-BS,Health Professions,BS,F,2011-2012,1,,,Program and major included
US,MA,25,BOSTON,25025,2109,2109,US observation,CJ-BS,Criminal Justice,BS,M,2001-2002,1,,,Program and major included
US,MA,25,BOSTON,25025,2113,2113,US observation,CJ-BS,Criminal Justice,BS,M,2009-2010,1,,,Program and major included
US,MA,25,BOSTON,25025,2114,2114,US observation,BUS-MBA,Business General,MBA,F,1991-1992,1,,,Program and major included
US,MA,25,BOSTON,25025,2114,2114,US observation,FIN-BBA,Finance,BBA,F,2007-2008,1,,,Program and major included
US,MA,25,BOSTON,25025,2114,2114,US observation,PT-MS,Physical Therapy,MS,F,2004-2005,1,,,Program and major included
US,MA,25,BOSTON,25025,2115,2115,US observation,BIOS-BS,Biomedical Sciences,BS,F,2002-2003,1,,,Program and major included
US,MA,25,BOSTON,25025,2116,2116,US observation,CJ-MS,Criminal Justice,MS,F,2019-2020,1,,,Program and major included
US,MA,25,BOSTON,25025,2116,2116,US observation,PSY-BS,Psychology,BS,F,2017-2018,1,,,Program and major included
US,MA,25,BOSTON,25025,2118,2118,US observation,GSCI-BS,Group Science,BS,F,2005-2006,1,,,Program and major included
US,MA,25,ROXBURY,25025,2118,2118,US observation,BIOS-BS,Biomedical Sciences,BS,F,2007-2008,1,,,Program and major included
US,MA,25,ROXBURY,25025,2125,2125,US observation,LIB-BS,Liberal Studies,BS,F,1992-1993,1,,,Program and major included
US,MA,25,DORCHESTER,25025,2125,2125,US observation,ACC-MSA,Accounting,MSA,F,2008-2009,1,,,Program and major included
US,MA,25,EAST BOSTON,25025,2128,2128,US observation,MIRS-BS,Medical Imaging/Radiation Sci,BS,F,2007-2008,1,,,Program and major included
US,MA,25,CHELSEA,25025,2128,2128,US observation,BUS-MBA,Business General,MBA,F,2016-2017,1,,,Program and major included
US,MA,25,CHELSEA,25025,2129,2129,US observation,APR-BA,Advertising & Public Relations,BA,F,2007-2008,1,,,Program and major included
US,MA,25,CHARLESTOWN,25017,2129,2129,US observation,PHL-MPH,Public Health,MPH,F,2021-2022,1,,,Program and major included
US,MA,25,JAMAICA PLAIN,25021,2130,2130,US observation,HED-MED,Higher Education,MED,F,2013-2014,1,,,Program and major included
US,MA,25,ROSLINDALE,25025,2131,2131,US observation,NUR-BSN,Nursing,BSN,F,2000-2001,1,,,Program and major included
US,MA,25,ROSLINDALE,25025,2131,2131,US observation,HS-BS,Health Science,BS,F,1999-2000,1,,,Program and major included
US,MA,25,BOSTON,25025,2133,2133,US observation,EGR-MSE,Engineering,MSE,M,2009-2010,1,,,Program and major included
US,MA,25,BOSTON,25025,2134,2134,US observation,BIOS-BS,Biomedical Sciences,BS,F,2007-2008,1,,,Program and major included
US,MA,25,BRIGHTON,25021,2135,2135,US observation,BSTA-MS,Biostatistics,MS,M,2012-2013,1,,,Program and major included
US,MA,25,BRIGHTON,25025,2135,2135,US observation,ECO-BS,Economics,BS,M,2020-2021,1,,,Program and major included
US,MA,25,BRIGHTON,25025,2135,2135,US observation,LIB-BA,Liberal Studies,BA,M,1990-1991,1,,,Program and major included
US,MA,25,BRIGHTON,25025,2135,2135,US observation,PHI-BA,Philosophy,BA,M,2015-2016,1,,,Program and major included
US,MA,25,BRIGHTON,25025,2135,2135,US observation,LSTD-BA,Legal Studies,BA,F,2006-2007,1,,,Program and major included
US,MA,25,BRIGHTON,25025,2135,2135,US observation,CJ-BS,Criminal Justice,BS,F,2016-2017,1,,,Program and major included
US,MA,25,BRIGHTON,25025,2135,2135,US observation,BIOS-BS,Biomedical Sciences,BS,F,2007-2008,1,,,Program and major included
US,MA,25,BRIGHTON,25025,2135,2135,US observation,CS-BS,Computer Science,BS,M,2015-2016,1,,,Program and major included
US,MA,25,BRIGHTON,25025,2135,2135,US observation,LTST-MED,Literacy Studies,MED,F,2021-2022,1,,,Program and major included
US,MA,25,HYDE PARK,25025,2136,2136,US observation,BIO-BS,Biology,BS,F,2003-2004,1,,,Program and major included
US,MA,25,CAMBRIDGE,25017,2139,2139,US observation,BRC-BS,Broadcasting,BS,M,2010-2011,1,,,Program and major included
US,MA,25,CAMBRIDGE,25017,2139,2139,US observation,NUR-BSN,Nursing,BSN,F,2010-2011,1,,,Program and major included
US,MA,25,CAMBRIDGE,25017,2139,2139,US observation,SW-MSW,Social Work,MSW,M,2011-2012,1,,,Program and major included
US,MA,25,SOMERVILLE,25017,2140,2140,US observation,SB-MUL-BBA,International Business,BBA,F,2012-2013,1,,,Program and major included
US,MA,25,CAMBRIDGE,25017,2140,2140,US observation,CMB-MS,Cell & Molecular Biology,MS,F,2020-2021,1,,,Program and major included
US,MA,25,CAMBRIDGE,25025,2141,2141,US observation,FVD-BA,Film and Video,BA,M,2001-2002,1,,,Program and major included
US,MA,25,CAMBRIDGE,25017,2142,2142,US observation,WRT-BA,Writing,BA,F,2006-2007,1,,,Program and major included
US,MA,25,CHELSEA,25017,2143,2143,US observation,ART-BFA,Art: Studio Art,BFA,F,2000-2001,1,,,Program and major included
US,MA,25,SOMERVILLE,25017,2143,2143,US observation,LA-MUL-BS,Behavioral Neuroscience,BS,F,2022-2023,1,,,Program and major included
US,MA,25,CHELSEA,25017,2144,2144,US observation,BIO-BS,Biology,BS,M,1997-1998,1,,,Program and major included
US,MA,25,SOMERVILLE,25017,2144,2144,US observation,ENG-BA,English,BA,M,1989-1990,1,,,Program and major included
US,MA,25,SOMERVILLE,25017,2144,2144,US observation,ART-BFA,Art: Studio Art,BFA,F,2011-2012,1,,,Program and major included
US,MA,25,SOMERVILLE,25017,2144,2144,US observation,LA-MUL-BA,Political Science,BA,M,2013-2014,1,,,Program and major included
US,MA,25,SOMERVILLE,25017,2144,2144,US observation,GPST-BS,Group Social Studies,BS,F,2001-2002,1,,,Program and major included
US,MA,25,SOMERVILLE,25017,2144,2144,US observation,ENG-BA,English,BA,F,1989-1990,1,,,Program and major included
US,MA,25,SOMERVILLE,25017,2145,2145,US observation,PLS-BS,Political Science,BS,M,2006-2007,1,,,Program and major included
US,MA,25,MALDEN,25025,2148,2148,US observation,CMB-MS,Cell & Molecular Biology,MS,M,2011-2012,1,,,Program and major included
US,MA,25,MALDEN,25017,2148,2148,US observation,CMB-MS,Cell & Molecular Biology,MS,F,2022-2023,1,,,Program and major included
US,MA,25,CHELSEA,25017,2149,2149,US observation,HCO-BA,Health Communication,BA,F,2007-2008,1,,,Program and major included
US,MA,25,CHELSEA,25025,2150,2150,US observation,EXE-BS,Exercise Science,BS,F,2023-2024,1,,,Program and major included
US,MA,25,MEDFORD,25017,2155,2155,US observation,CMB-BS,Cell & Molecular Biology,BS,M,2006-2007,1,,,Program and major included
US,MA,25,MEDFORD,25017,2155,2155,US observation,LA-MUL-BS,Chemistry,BS,M,2012-2013,1,,,Program and major included
US,MA,25,MEDFORD,25017,2155,2155,US observation,THE-BS,Theatre,BS,M,2011-2012,1,,,Program and major included
US,MA,25,MEDFORD,25017,2155,2155,US observation,EGR-BSE,Engineering,BSE,F,2000-2001,1,,,Program and major included
US,MA,25,QUINCY,25021,2169,2169,US observation,BIOS-BS,Biomedical Sciences,BS,F,1991-1992,1,,,Program and major included
US,MA,25,QUINCY,25021,2169,2169,US observation,ACC-BBA,Accounting,BBA,M,2008-2009,1,,,Program and major included
US,MA,25,QUINCY,25021,2169,2169,US observation,HTM-BS,Hospitality Tourism Management,BS,F,2015-2016,1,,,Program and major included
US,MA,25,QUINCY,25021,2169,2169,US observation,HBIN-MS,Health and Bioinformatics,MS,F,2024-2025,1,,,Program and major included
US,MA,25,QUINCY,25021,2169,2169,US observation,ED-MED,General Education,MED,F,2004-2005,1,,,Program and major included
US,MA,25,QUINCY,25021,2170,2170,US observation,PLS-BS,Political Science,BS,F,1998-1999,1,,,Program and major included
US,MA,25,REVERE,25017,2176,2176,US observation,HADM-MHA,Health Administration,MHA,F,2007-2008,1,,,Program and major included
US,MA,25,MELROSE,25017,2176,2176,US observation,SW-BSW,Social Work,BSW,F,2009-2010,1,,,Program and major included
US,MA,25,BOSTON,25025,2215,2215,US observation,GPY-BS,Geography,BS,M,2010-2011,1,,,Program and major included
US,MA,25,BOSTON,25025,2215,2215,US observation,ED-MED,General Education,MED,F,2003-2004,1,,,Program and major included
US,MA,25,BOSTON,25021,2215,2215,US observation,REC-BS,Therapeutic Recreation,BS,M,2003-2004,1,,,Program and major included
US,MA,25,DUXBURY,25023,2332,2332,US observation,PT-MS,Physical Therapy,MS,F,1999-2000,1,,,Program and major included
US,MA,25,NORTH EASTON,25021,2356,2356,US observation,PED-BS,Physical Education,BS,F,2004-2005,1,,,Program and major included
US,MA,25,PLYMOUTH,25001,2360,2360,US observation,OT-MS,Occupational Therapy,MS,F,2021-2022,1,,,Program and major included
US,MA,25,PLYMOUTH,25023,2360,2360,US observation,EXE-BS,Exercise Science,BS,F,2010-2011,1,,,Program and major included
US,MA,25,BROOKLINE,25021,2445,2445,US observation,HPR-BS,Health Professions,BS,F,2009-2010,1,,,Program and major included
US,MA,25,BROOKLINE,25025,2445,2445,US observation,PHI-BA,Philosophy,BA,M,2009-2010,1,,,Program and major included
US,MA,25,BROOKLINE,25021,2446,2446,US observation,ART-BFA,Art: Studio Art,BFA,M,2007-2008,1,,,Program and major included
US,MA,25,BROOKLINE,25025,2446,2446,US observation,IR-BA,International Relations,BA,F,2020-2021,1,,,Program and major included
US,MA,25,BROOKLINE,25025,2446,2446,US observation,FIN-BBA,Finance,BBA,M,1999-2000,1,,,Program and major included
US,MA,25,BROOKLINE,25025,2446,2446,US observation,PSY-BS,Psychology,BS,F,2010-2011,1,,,Program and major included
US,MA,25,BROOKLINE,25025,2446,2446,US observation,EXE-BS,Exercise Science,BS,F,2012-2013,1,,,Program and major included
US,MA,25,WALTHAM,25017,2453,2453,US observation,THE-BA,Theatre,BA,M,2010-2011,1,,,Program and major included
US,MA,25,WALTHAM,25017,2453,2453,US observation,HED-MED,Higher Education,MED,F,2019-2020,1,,,Program and major included
US,MA,25,WALTHAM,25017,2472,2472,US observation,HST-BA,History,BA,M,2005-2006,1,,,Program and major included
US,MA,25,BELMONT,25017,2478,2478,US observation,BIOS-BS,Biomedical Sciences,BS,F,2008-2009,1,,,Program and major included
US,MA,25,BELMONT,25017,2478,2478,US observation,PSY-BS,Psychology,BS,F,2005-2006,1,,,Program and major included
US,MA,25,BELMONT,25017,2478,2478,US observation,MTH-BS,Mathematics,BS,M,2002-2003,1,,,Program and major included
US,MA,25,BELMONT,25017,2478,2478,US observation,SW-MSW,Social Work,MSW,F,1989-1990,1,,,Program and major included
US,MA,25,WELLESLEY HILLS,25021,2481,2481,US observation,SB-MUL-BBA,Finance,BBA,F,2012-2013,1,,,Program and major included
US,MA,25,WELLESLEY HILLS,25021,2481,2481,US observation,BUS-MBA,Business General,MBA,F,2014-2015,1,,,Program and major included
US,MA,25,BUZZARDS BAY,25023,2532,2532,US observation,NUR-BSN,Nursing,BSN,F,1991-1992,1,,,Program and major included
US,MA,25,BUZZARDS BAY,25023,2532,2532,US observation,BIO-BS,Biology,BS,F,1988-1989,1,,,Program and major included
US,MA,25,EAST SANDWICH,25001,2537,2537,US observation,GISC-PRCER,Geographic Info Systems Tech,PRCER,M,2017-2018,1,,,Program and major included
US,MA,25,EAST SANDWICH,25001,2537,2537,US observation,NRM-BS,Natural Resources Mgmt,BS,M,2016-2017,1,,,Program and major included
US,MA,25,SANDWICH,25001,2563,2563,US observation,SW-MSW,Social Work,MSW,F,1995-1996,1,,,Program and major included
US,MA,25,VINEYARD HAVEN,25007,2568,2568,US observation,OT-MS,Occupational Therapy,MS,F,2023-2024,1,,,Program and major included
US,MA,25,VINEYARD HAVEN,25005,2568,2568,US observation,REC-BS,Therapeutic Recreation,BS,F,2013-2014,1,,,Program and major included
US,MA,25,WAREHAM,25023,2571,2571,US observation,HTM-BS,Hospitality Tourism Management,BS,F,2006-2007,1,,,Program and major included
US,MA,25,BREWSTER,25001,2631,2631,US observation,MKT-BBA,Marketing,BBA,M,2023-2024,1,,,Program and major included
US,MA,25,COTUIT,25001,2635,2635,US observation,BIO-BS,Biology,BS,M,2004-2005,1,,,Program and major included
US,MA,25,MASHPEE,25001,2649,2649,US observation,HS-BS,Health Science,BS,F,1994-1995,1,,,Program and major included
US,MA,25,ATTLEBORO,25005,2703,2703,US observation,HS-BS,Health Science,BS,F,1999-2000,1,,,Program and major included
US,MA,25,FAIRHAVEN,25005,2719,2719,US observation,CHSS-BA,Chinese Studies,BA,F,2014-2015,1,,,Program and major included
US,MA,25,SOMERSET,25005,2726,2726,US observation,CJ-BS,Criminal Justice,BS,F,2008-2009,1,,,Program and major included
US,MA,25,NEW BEDFORD,25005,2740,2740,US observation,MGT-BBA,Management,BBA,F,2007-2008,1,,,Program and major included
US,MA,25,PLAINVILLE,25021,2762,2762,US observation,BPSY-BS,Biopsychology,BS,F,2007-2008,1,,,Program and major included
US,MA,25,PLAINVILLE,25005,2762,2762,US observation,PTD-DPT,Physical Therapy,DPT,F,2011-2012,1,,,Program and major included
US,RI,44,BRISTOL,44001,2809,2809,US observation,CS-BS,Computer Science,BS,M,2018-2019,1,,,Program and major included
US,RI,44,NEWPORT,44005,2840,2840,US observation,ED-MED,General Education,MED,F,2003-2004,1,,,Program and major included
US,RI,44,PAWTUCKET,44007,2860,2860,US observation,EXE-BS,Exercise Science,BS,F,2010-2011,1,,,Program and major included
US,RI,44,TIVERTON,44005,2878,2878,US observation,IR-BA,International Relations,BA,M,2006-2007,1,,,Program and major included
US,RI,44,WAKEFIELD,44009,2882,2882,US observation,BUS-MBA,Business General,MBA,M,2022-2023,1,,,Program and major included
US,RI,44,WARWICK,44007,2886,2886,US observation,RMD-MS,Medical Dosimetry,MS,M,2022-2023,1,,,Program and major included
US,RI,44,WOONSOCKET,44007,2895,2895,US observation,ED-MED,General Education,MED,F,2001-2002,1,,,Program and major included
US,RI,44,PROVIDENCE,44007,2904,2904,US observation,CLS-BS,Clinical Lab Science,BS,M,2010-2011,1,,,Program and major included
US,RI,44,PROVIDENCE,44007,2908,2908,US observation,FVD-BS,Film and Video,BS,M,1994-1995,1,,,Program and major included
US,RI,44,PROVIDENCE,44007,2910,2910,US observation,HST-BA,History,BA,F,2003-2004,1,,,Program and major included
US,RI,44,RIVERSIDE,44001,2915,2915,US observation,PSY-BS,Psychology,BS,F,1998-1999,1,,,Program and major included
US,NH,33,AUBURN,33015,3032,3032,US observation,HRG-AUD,Audiology,AUD,F,2022-2023,1,,,Program and major included
US,NH,33,AUBURN,33015,3032,3032,US observation,LA-MUL-BS,Communication Studies,BS,F,2016-2017,1,,,Program and major included
US,NH,33,DEERFIELD,33013,3037,3037,US observation,LA-MUL-BS,Exercise Science,BS,M,2022-2023,1,,,Program and major included
US,NH,33,HOLLIS,33011,3049,3049,US observation,BUS-MBA,Business General,MBA,M,2003-2004,1,,,Program and major included
US,NH,33,LONDONDERRY,33015,3053,3053,US observation,GER-BA,German,BA,F,2010-2011,1,,,Program and major included
US,NH,33,NASHUA,33011,3060,3060,US observation,CJ-BS,Criminal Justice,BS,F,2021-2022,1,,,Program and major included
US,NH,33,HUDSON,33011,3062,3062,US observation,GPST-BA,Group Social Studies,BA,F,2011-2012,1,,,Program and major included
US,NH,33,HUDSON,33011,3062,3062,US observation,SOC-BA,Sociology,BA,F,2010-2011,1,,,Program and major included
US,NH,33,HUDSON,33011,3062,3062,US observation,IR-BA,International Relations,BA,F,2022-2023,1,,,Program and major included
US,NH,33,NASHUA,33011,3064,3064,US observation,CJ-BS,Criminal Justice,BS,F,2000-2001,1,,,Program and major included
US,NH,33,SALEM,33015,3079,3079,US observation,PSY-BS,Psychology,BS,F,2002-2003,1,,,Program and major included
US,NH,33,GOFFSTOWN,33013,3102,3102,US observation,ECO-BS,Economics,BS,M,1994-1995,1,,,Program and major included
US,NH,33,GOFFSTOWN,33011,3102,3102,US observation,SW-MSW,Social Work,MSW,F,2019-2020,1,,,Program and major included
US,NH,33,GOFFSTOWN,33011,3102,3102,US observation,SW-BSW,Social Work,BSW,F,2018-2019,1,,,Program and major included
US,NH,33,MANCHESTER,33013,3104,3104,US observation,CHM-BS,Chemistry,BS,F,2002-2003,1,,,Program and major included
US,NH,33,LACONIA,33001,3249,3249,US observation,CS-BS,Computer Science,BS,F,1993-1994,1,,,Program and major included
US,NH,33,NEW HAMPTON,33001,3256,3256,US observation,PED-BS,Physical Education,BS,F,1994-1995,1,,,Program and major included
US,NH,33,PLYMOUTH,33009,3264,3264,US observation,HCO-BS,Health Communication,BS,F,2001-2002,1,,,Program and major included
US,NH,33,PLYMOUTH,33009,3264,3264,US observation,PED-BS,Physical Education,BS,F,1995-1996,1,,,Program and major included
US,NH,33,CONCORD,33013,3301,3301,US observation,SB-MUL-BBA,Supply Chain Management,BBA,M,2016-2017,1,,,Program and major included
US,NH,33,CONCORD,33013,3301,3301,US observation,MTH-BS,Mathematics,BS,M,2000-2001,1,,,Program and major included
US,NH,33,CONCORD,33013,3303,3303,US observation,PSY-BS,Psychology,BS,F,1984-1985,1,,,Program and major included
US,NH,33,KEENE,33005,3431,3431,US observation,CMB-BS,Cell & Molecular Biology,BS,M,2007-2008,1,,,Program and major included
US,NH,33,WALPOLE,33005,3608,3608,US observation,PT-BS,Physical Therapy,BS,F,1989-1990,1,,,Program and major included
US,NH,33,GRANTHAM,33009,3753,3753,US observation,PAS-MPAS,Physician Assistant Studies,MPAS,M,2006-2007,1,,,Program and major included
US,NH,33,GRANTHAM,33019,3753,3753,US observation,NUR-BSN,Nursing,BSN,M,2002-2003,1,,,Program and major included
US,NH,33,GRANTHAM,33019,3753,3753,US observation,NUR-BSN,Nursing,BSN,F,1987-1988,1,,,Program and major included
US,NH,33,HANOVER,33009,3755,3755,US observation,BIOS-BS,Biomedical Sciences,BS,F,1999-2000,1,,,Program and major included
US,NH,33,HANOVER,33009,3755,3755,US observation,HED-MED,Higher Education,MED,F,2014-2015,1,,,Program and major included
US,NH,33,HANOVER,33009,3755,3755,US observation,SW-BSW,Social Work,BSW,F,2012-2013,1,,,Program and major included
US,NH,33,LEBANON,33009,3766,3766,US observation,SW-MSW,Social Work,MSW,F,2008-2009,1,,,Program and major included
US,NH,33,WEST LEBANON,33009,3766,3766,US observation,PA-MPA,Public Administration,MPA,F,2014-2015,1,,,Program and major included
US,NH,33,WEST LEBANON,33009,3766,3766,US observation,CJ-BS,Criminal Justice,BS,F,2003-2004,1,,,Program and major included
US,NH,33,PORTSMOUTH,33015,3801,3801,US observation,EXE-BS,Exercise Science,BS,F,2018-2019,1,,,Program and major included
US,NH,33,PORTSMOUTH,33015,3801,3801,US observation,PTD-DPT,Physical Therapy,DPT,F,2022-2023,1,,,Program and major included
US,NH,33,PORTSMOUTH,33015,3801,3801,US observation,MKT-BBA,Marketing,BBA,M,2005-2006,1,,,Program and major included
US,NH,33,CONWAY,33003,3818,3818,US observation,CSD-BS,Communication Sci & Disorders,BS,F,2022-2023,1,,,Program and major included
US,NH,33,DOVER,33017,3820,3820,US observation,OBIA-PBCER,Online/Blended Instr & Assess,PBCER,F,2017-2018,1,,,Program and major included
US,NH,33,DOVER,33017,3820,3820,US observation,PHO-BS,Photography,BS,F,1999-2000,1,,,Program and major included
US,NH,33,DOVER,33017,3820,3820,US observation,SW-MSW,Social Work,MSW,F,2008-2009,1,,,Program and major included
