country,state,stfip,cityarea,fips,zipcode,ZIPCODE,domestic1,Program,Major,Degree,Sex,Year,Graduated,DISTRICTNAME,DISTRICTNO,progflag
US,MI,26,LUDINGTON,26105,49431,49431,US observation,HRM-BBA,Human Resources Management,BBA,F,2025-2026,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,HS-BS,Health Science,BS,F,2006-2007,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,CS-BS,Computer Science,BS,M,1998-1999,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SPED-MED,Special Education,MED,F,2000-2001,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SW-MSW,Social Work,MSW,F,1996-1997,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,BIO-BS,Biology,BS,M,1997-1998,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ART-BFA,Art: Studio Art,BFA,F,1992-1993,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,MTH-BS,Mathematics,BS,M,2011-2012,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ED-MED,General Education,MED,M,2002-2003,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SPED-MED,Special Education,MED,F,1993-1994,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ENG-BA,English,BA,F,2006-2007,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ACC-BBA,Accounting,BBA,M,1985-1986,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,MGT-BBA,Management,BBA,F,2003-2004,2,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,APR-BS,Advertising & Public Relations,BS,M,2003-2004,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,BRC-BS,Broadcasting,BS,M,2008-2009,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PEDX-BS,Physical Education,BS,F,2007-2008,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SW-MSW,Social Work,MSW,M,2000-2001,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,CMS-BS,Communication Studies,BS,M,2014-2015,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,RDG-MED,Reading,MED,F,2001-2002,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ICUR-MED,Instruction & Curriculum,MED,F,2012-2013,2,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PHO-BA,Photography,BA,F,2014-2015,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,BUS-MBA,Business General,MBA,M,1988-1989,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,BUS-BBA,Business General,BBA,F,2016-2017,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ED-MED,General Education,MED,F,2007-2008,2,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,CHM-BS,Chemistry,BS,M,1984-1985,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,GSCI-BS,Group Science,BS,F,2002-2003,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SW-MSW,Social Work,MSW,F,2015-2016,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,CJ-BA,Criminal Justice,BA,M,2009-2010,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,FIN-BBA,Finance,BBA,M,2003-2004,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ISCI-BS,Integrated Science,BS,F,2008-2009,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,COM-BS,Communications,BS,F,2002-2003,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,FVD-BA,Film and Video,BA,M,1992-1993,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,HIM-BS,Health Information Management,BS,F,2020-2021,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SPED-MED,Special Education,MED,F,1988-1989,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,EGD-BSE,Product Dsgn & Mfg Engineering,BSE,F,2022-2023,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,FIN-BBA,Finance,BBA,M,2010-2011,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,NUR-BSN,Nursing,BSN,F,1992-1993,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,GSCI-BS,Group Science,BS,F,1995-1996,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,HST-BA,History,BA,F,2002-2003,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,BIOS-BS,Biomedical Sciences,BS,F,2014-2015,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SW-MSW,Social Work,MSW,F,2000-2001,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SW-MSW,Social Work,MSW,F,2011-2012,2,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,IRIS-BS,Integrative Studies,BS,F,2022-2023,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,CJ-BS,Criminal Justice,BS,F,2011-2012,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ED-MED,General Education,MED,F,1999-2000,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,HADM-MHA,Health Administration,MHA,F,2010-2011,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,CJ-BA,Criminal Justice,BA,M,2008-2009,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,HST-BA,History,BA,F,2008-2009,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ED-MED,General Education,MED,F,2010-2011,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SB-MUL-BBA,Accounting,BBA,F,2011-2012,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PSY-BS,Psychology,BS,F,2012-2013,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,FIN-BBA,Finance,BBA,M,2022-2023,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ISCI-BS,Integrated Science,BS,F,2005-2006,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,BIO-BS,Biology,BS,F,2024-2025,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,HST-BS,History,BS,F,2020-2021,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SB-MUL-BBA,Finance,BBA,M,2011-2012,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,NUR-BSN,Nursing,BSN,F,1991-1992,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SPED-MED,Special Education,MED,F,1994-1995,2,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,EXE-BS,Exercise Science,BS,F,2022-2023,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SOC-BS,Sociology,BS,F,2001-2002,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SPED-MED,Special Education,MED,F,2002-2003,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,HTM-BS,Hospitality Tourism Management,BS,F,2022-2023,2,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,LDS-EDS,Leadership,EDS,M,2011-2012,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,CJ-BA,Criminal Justice,BA,F,2021-2022,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,GHST-BS,Grp SS Hst,BS,F,1985-1986,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,CSD-BS,Communication Sci & Disorders,BS,F,2024-2025,2,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ICUR-MED,Instruction & Curriculum,MED,M,2020-2021,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,LA-MUL-BS,Mathematics,BS,F,2022-2023,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ENG-BA,English,BA,F,2000-2001,3,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SPA-BA,Spanish,BA,F,2000-2001,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SLP-MS,Speech-Language Pathology,MS,M,2014-2015,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PSY-BS,Psychology,BS,F,2018-2019,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,LA-MUL-BS,Integrated Science,BS,M,2016-2017,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,FVD-BS,Film and Video,BS,F,2021-2022,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ACC-BBA,Accounting,BBA,M,2022-2023,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,BIO-BS,Biology,BS,F,2004-2005,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SPED-MED,Special Education,MED,F,2004-2005,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,STA-BS,Statistics,BS,F,2013-2014,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,HTM-BS,Hospitality Tourism Management,BS,M,1991-1992,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ED-MED,General Education,MED,M,2003-2004,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,BRC-BS,Broadcasting,BS,M,1998-1999,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,GPSY-BS,Grp SS Psych,BS,F,1987-1988,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,BUS-MBA,Business General,MBA,M,2024-2025,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ENGX-BA,English,BA,F,2009-2010,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SW-MSW,Social Work,MSW,F,2010-2011,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,MKT-BBA,Marketing,BBA,F,2013-2014,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,LDS-EDS,Leadership,EDS,M,2013-2014,2,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,HTM-BS,Hospitality Tourism Management,BS,F,1991-1992,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,COM-BS,Communications,BS,M,2005-2006,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ENGX-BA,English,BA,F,2025-2026,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PED-BS,Physical Education,BS,M,1998-1999,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PSY-BS,Psychology,BS,F,2021-2022,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,GPST-BS,Group Social Studies,BS,F,2009-2010,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,APR-BS,Advertising & Public Relations,BS,M,2022-2023,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ENG-BS,English,BS,F,1985-1986,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ED-MED,General Education,MED,M,2006-2007,2,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SPA-BA,Spanish,BA,F,2012-2013,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,CMJ-BA,Multimedia Journalism,BA,F,2021-2022,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,CJ-BS,Criminal Justice,BS,M,2009-2010,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,LA-MUL-BME,Music,BME,M,2014-2015,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ED-MED,General Education,MED,F,2009-2010,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,AHSC-BS,Allied Health Sciences,BS,F,2013-2014,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PSY-BS,Psychology,BS,F,2005-2006,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,CLS-BS,Clinical Lab Science,BS,F,2006-2007,2,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,BIOS-BS,Biomedical Sciences,BS,F,2019-2020,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,HTM-BS,Hospitality Tourism Management,BS,F,2008-2009,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SPED-MED,Special Education,MED,M,1998-1999,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,GPST-BS,Group Social Studies,BS,M,1999-2000,2,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,BEHS-BS,Behavioral Science,BS,F,1998-1999,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,LSTD-BS,Legal Studies,BS,M,1991-1992,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,DMS-BS,Diagnostic Medical Sonography,BS,F,2022-2023,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,AHSC-BS,Allied Health Sciences,BS,F,2022-2023,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ART-BA,Art: Studio Art,BA,F,2004-2005,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,FIN-BBA,Finance,BBA,F,2023-2024,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ART-BFA,Art: Studio Art,BFA,F,2011-2012,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,BUS-MBA,Business General,MBA,M,2020-2021,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,BIOS-BS,Biomedical Sciences,BS,F,2010-2011,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,EDLD-MED,Educational Leadership,MED,F,2014-2015,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,HS-BS,Health Science,BS,F,2008-2009,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PSY-BS,Psychology,BS,F,2024-2025,2,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SB-MUL-BBA,International Business,BBA,M,2011-2012,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ED-MED,General Education,MED,M,2005-2006,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ENG-BA,English,BA,M,2005-2006,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,IR-BA,International Relations,BA,F,2006-2007,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,HTM-BS,Hospitality Tourism Management,BS,F,2010-2011,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,FVD-BS,Film and Video,BS,F,2019-2020,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,BIOS-BS,Biomedical Sciences,BS,M,2012-2013,2,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SPA-BA,Spanish,BA,M,2005-2006,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,LA-MUL-BA,Comp Sci & Arts for Teaching,BA,F,2021-2022,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ENG-BA,English,BA,F,1998-1999,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,LA-MUL-BS,Group Social Studies,BS,M,2018-2019,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,BIO-BS,Biology,BS,M,2002-2003,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,AHSC-BS,Allied Health Sciences,BS,F,2024-2025,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PSY-BS,Psychology,BS,F,1990-1991,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SW-MSW,Social Work,MSW,F,1999-2000,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SW-BSW,Social Work,BSW,F,2020-2021,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,CIS-MS,Computer Information Systems,MS,F,1993-1994,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PSY-BA,Psychology,BA,F,2006-2007,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PAS-MPAS,Physician Assistant Studies,MPAS,F,2018-2019,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PHO-BA,Photography,BA,F,2007-2008,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,NURS-BSN,Nursing,BSN,F,2022-2023,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,LA-MUL-BS,Comp Sci & Arts for Teaching,BS,F,2017-2018,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ENGX-BA,English,BA,F,2010-2011,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,CJ-BA,Criminal Justice,BA,F,1999-2000,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,GSCI-BS,Group Science,BS,F,1999-2000,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,NUR-BSN,Nursing,BSN,F,2002-2003,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SW-MSW,Social Work,MSW,F,1997-1998,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,GPST-BS,Group Social Studies,BS,M,2000-2001,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PA-MPA,Public Administration,MPA,M,1999-2000,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,BUS-BBA,Business General,BBA,F,2001-2002,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ANT-BS,Anthropology,BS,F,2018-2019,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,MGT-BBA,Management,BBA,M,2011-2012,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,HS-BS,Health Science,BS,F,1996-1997,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,CHM-BS,Chemistry,BS,M,2014-2015,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SW-MSW,Social Work,MSW,F,2002-2003,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,BIO-BS,Biology,BS,M,2001-2002,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PSY-BS,Psychology,BS,F,2000-2001,2,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SW-MSW,Social Work,MSW,M,1997-1998,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SPA-BA,Spanish,BA,F,1989-1990,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,IR-BA,International Relations,BA,F,2003-2004,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,LA-MUL-BA,English,BA,F,2021-2022,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ENG-MA,English,MA,F,2013-2014,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,HTM-BS,Hospitality Tourism Management,BS,F,2016-2017,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,MKT-BBA,Marketing,BBA,M,2005-2006,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PSYX-BS,Psychology,BS,F,2012-2013,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,LIB-BA,Liberal Studies,BA,F,1988-1989,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,MGT-BBA,Management,BBA,F,2002-2003,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,FIN-BBA,Finance,BBA,M,2020-2021,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,EGR-BSE,Engineering,BSE,M,2009-2010,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PED-BS,Physical Education,BS,M,2001-2002,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,LA-MUL-BME,Music,BME,M,2022-2023,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PHO-BS,Photography,BS,F,2003-2004,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,APR-BS,Advertising & Public Relations,BS,F,1991-1992,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PSY-BS,Psychology,BS,F,2001-2002,2,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SW-MSW,Social Work,MSW,F,2014-2015,2,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ACC-BBA,Accounting,BBA,M,2012-2013,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,BIO-BS,Biology,BS,M,1988-1989,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PSY-BS,Psychology,BS,F,1996-1997,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,CJ-BS,Criminal Justice,BS,F,1987-1988,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,LA-MUL-BS,Psychology,BS,F,2013-2014,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,GPST-BS,Group Social Studies,BS,M,2009-2010,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,NRM-BS,Natural Resources Mgmt,BS,F,2015-2016,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,ACC-BBA,Accounting,BBA,M,2019-2020,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,GMTH-BS,Grp Sci Math,BS,F,1989-1990,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,GEO-BS,Geology,BS,M,2017-2018,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,MKT-BBA,Marketing,BBA,M,2009-2010,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,LA-MUL-BME,Music,BME,M,2024-2025,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,SPED-MED,Special Education,MED,F,1995-1996,2,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,AHSC-BS,Allied Health Sciences,BS,F,2019-2020,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PT-MS,Physical Therapy,MS,M,1999-2000,1,MICHIGAN 2,493,Program and major included
US,MI,26,LUDINGTON,26105,49431,49431,US observation,PSY-BA,Psychology,BA,F,2009-2010,1,MICHIGAN 2,493,Program and major included
